,Unnamed: 0,name,headquaters_location_city,headquaters_location_state,headquaters_location_country,headquaters_regions,founder,website_link,hub,num_employees_enum,last_funding_type,rank_org_company,IPO_status,industries,stock_symbol,description,founded_date,operating_status,also_known_as,company_type,legal_name,contact_phone,number_of_exits
33,33,American Financial Group,Cincinnati,Ohio,United States,"['Great Lakes', 'Midwestern US']",['Carl Lindner Jr'],http://www.afginc.com,[],5001 to 10000 Employees,,"174,071",Public,['Financial Services'],NYSE:AFG ,"American Financial Group, Inc., through its subsidiaries, provides property and casualty insurance products in the United States. The company operates through Property and Casualty Insurance, Annuity, Run-Off Long-Term Care and Life, and Other segments. It offers property and transportation insurance products, such as physical damage and liability coverage for buses, trucks and recreational vehicles, inland and ocean marine, agricultural-related products, and other property coverages; specialty casualty insurance, including primarily excess and surplus, general liability, executive liability, professional liability, umbrella and excess liability, and specialty coverage in targeted markets and customized programs for small to mid-sized businesses; and specialty financial insurance products comprising risk management insurance programs for leasing and financing institutions, surety and fidelity products, and trade credit insurance. The company sells its property and casualty insurance products through independent insurance agents and brokers, as well as through employee agents. It also provides traditional fixed and fixed-indexed annuities to the retail, financial institutions, and education markets; and engages in the commercial real estate operations in Cincinnati, Whitefield, New Hampshire, Chesapeake Bay, Charleston, and Palm Beach. American Financial Group, Inc. was founded in 1872 and is headquartered in Cincinnati, Ohio.",1872,Active,Great American Insurance Group,For Profit,,,1.0
34,34,American Tower,Boston,Massachusetts,United States,"['Greater Boston Area', 'East Coast', 'New England']",['James Eisenstein'],https://www.americantower.com,[],5001 to 10000 Employees,,"255,806",Private,"['Infrastructure', 'Professional Services', 'Telecommunications']",,,1995,,Active,For Profit,,,
35,35,Ameriprise Financial,Minneapolis,Minnesota,United States,"['Greater Minneapolis-Saint Paul Area', 'Great Lakes', 'Midwestern US']","['J.R Ridgway', 'John Tappan']",http://www.ameriprise.com,[],10000+ Employees,,"97,848",Public,"['Finance', 'Financial Services', 'Insurance', 'Intellectual Property', 'Wealth Management']",NYSE:AMP ,"Ameriprise Financial is a financial services company that provides financial planning, products, and services.John Tappan founded Ameriprise Financial with a singular vision, to help ordinary Americans achieve their financial dreams and feel confident about their futures. Throughout their long history, they have remained steadfast to this vision of putting their clients’ needs first, always.Over the years, they've helped millions of people invest billions of dollars for what's important to them. Today, they are America's leader in financial planning* and a leading global financial institution, with more than $655 billion in assets under management and administration.",1894,Active,Hudson Peak Wealth Advisors,For Profit,,,5.0
36,36,AmerisourceBergen,Valley Forge,Pennsylvania,United States,"['Greater Philadelphia Area', 'Great Lakes', 'Northeastern US']",['Lucien Napoleon Brunswig'],http://www.amerisourcebergen.com,[],10000+ Employees,Post-IPO Debt,265,Public,"['Emergency Medicine', 'Enterprise Software', 'Health Care', 'Medical', 'Pharmaceutical']",NYSE:ABC ,"AmerisourceBergen Corporation is one of the world's largest pharmaceutical services companies serving global markets with a focus on the pharmaceutical supply chain. Servicing both pharmaceutical manufacturers and healthcare providers, the Company provides drug distribution and related services designed to reduce costs and improve patient outcomes. Their scale, their position in the healthcare industry, and the value they bring to the channel have all helped their business continue to succeed.Headquartered in Valley Forge, PA, AmerisourceBergen has locations around the world. In the US, we handle about 20% of all of the pharmaceuticals sold and distributed throughout the country.They strive to take costs out of the healthcare system by using their scale and efficient operations to drive value for their customers. In addition to delivering pharmaceuticals on a just-in-time basis to tens of thousands of healthcare providers every day, they provide business support and consulting services to help their customers focus on their key strength—caring for patients.AmerisourceBergen is committed to the safety and security of the nation’s pharmaceutical supply chain. They purchase all branded and generic pharmaceuticals only directly from the product’s manufacturer, except in the rare instance that they are required to do otherwise either by the manufacturer or a government agency.",1907,,Active,For Profit,,,1.0
37,37,Amgen,Thousand Oaks,California,United States,"['Greater Los Angeles Area', 'West Coast', 'Western US']",['George Rathmann'],http://www.amgen.com,['Amgen Alumni Founded Companies'],10000+ Employees,,"14,543",Public,"['Biotechnology', 'Health Care', 'Manufacturing', 'Pharmaceutical']",NASDAQ:AMGN ,"Amgen is one of the biotechnology companies. This company is a values-based company, deeply rooted in science and innovation to transform new ideas and discoveries into medicines for patients with serious illnesses. They offer products for the treatment of illness in the areas of oncology/hematology, cardiovascular, inflammation, bone health, nephrology, and neuroscience.",1980,,Active,For Profit,,,7.0
38,38,Amphenol,Wallingford,Connecticut,United States,"['East Coast', 'New England', 'Northeastern US']",['Arthur J. Schmitt'],http://www.amphenol.com,[],10000+ Employees,Post-IPO Debt,"16,119",Public,"['Hardware', 'Manufacturing']",NYSE:APH ,"Amphenol Corporation (Amphenol) is a designer, manufacturer and marketer of electrical, electronic and fiber optic connectors, interconnect systems and coaxial and high-speed specialty cable. Amphenol designs and manufactures connectors and interconnect systems, which are used primarily to conduct electrical and optical signals for a range of electronic applications. It has developed a range of connector and interconnect products for information technology and communications equipment applications, including the converging voice, video and data communications markets. The Company offers a range of interconnect products for factory automation and motion control systems, machine tools, instrumentation and medical systems, mass transportation applications and automotive safety systems and a diverse range of on-board electronics. In addition, Amphenol is a supplier of high performance, military-specification, circular environmental connectors.",1932,,Active,For Profit,,,
39,39,Analog Devices,Norwood,Massachusetts,United States,"['Greater Boston Area', 'East Coast', 'New England']",['Ray Stata'],http://www.analog.com,['Analog Devices Alumni Founded Companies'],5001 to 10000 Employees,,"71,177",Public,"['DSP', 'Electronics', 'Lighting']",NASDAQ:ADI ,"Analog Devices (NYSE: ADI) defines innovation and excellence in signal processing. ADI's analog, mixed-signal, and digital signal processing (DSP) integrated circuits (IC) play a fundamental role in converting, conditioning, and processing real-world phenomena such as light, sound, temperature, motion, and pressure into electrical signals to be used in a wide array of electronic equipment. But that doesn't begin to capture the essence of what Analog Devices does for their customers, and ultimately for the end user.",1965,Active,Linear Semiconductor Sdn. Bhd.,For Profit,,,2.0
40,40,Anywhere Real Estate,Madison,New Jersey,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']",[],https://www.anywhere.re,[],5001 to 10000 Employees,,"219,392",Private,"['Insurance', 'Real Estate', 'Residential']",,,,,,,,,
41,41,Apollo Global Management,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']","['Josh Harris', 'Leon Black', 'Marc Rowan']",https://www.apollo.com,"['Apollo Alumni Founded Companies', 'Apollo Portfolio Companies']",5001 to 10000 Employees,Post-IPO Debt,,,"['Asset Management', 'Credit', 'Financial Services', 'Property Management', 'Real Estate']",NASDAQ:APO ,"Apollo is a high-growth, global alternative asset manager. It seek to provide clients excess return at every point along the risk-reward spectrum from investment grade to private equity with a focus on three business strategies: yield, hybrid, and equity.",,,,,,,30.0
42,42,Apple,Cupertino,California,United States,"['San Francisco Bay Area', 'Silicon Valley', 'West Coast']","['Ron Wayne', 'Steve Jobs', 'Steve Wozniak']",http://www.apple.com,['Apple Alumni Founded Companies'],10000+ Employees,Private Equity,14,Public,"['Consumer Electronics', 'Hardware', 'Mobile Devices', 'Operating Systems', 'Wearables']",NASDAQ:AAPL ,"Apple is a multinational corporation that designs, manufactures, and markets mobile communication and media devices, personal computers, portable digital music players, and sells a variety of related software, services, peripherals, networking solutions, and third-party digital content and applications.Apple provides many products and services, including iPhone; iPad; iPod; Mac; Apple TV; a portfolio of consumer and professional software applications; the iOS and OS X operating systems; iCloud; and accessories, service, and support offerings. It sells its products worldwide through its retail stores, online stores, direct sales force and third-party cellular network carriers, wholesalers, retailers, and value-added resellers to the consumer and also sells third-party iPhone, iPad, Mac and iPod compatible products, including application software and accessories through its online and retail stores.Introduced in 1984, the Macintosh was the first widely sold personal computer with a graphical user interface (GUI). That feature and others such as an improved floppy drive design and a low-cost hard drive that made data retrieval faster helped Apple cultivate a reputation for innovation.Apple was named as the most admired company in the United States in 2008 and in the world from 2008 to 2012 by the Fortune magazine.The company was founded by Steven Paul Jobs, Steve Wozniak, and Ronald Gerald Wayne on April 1, 1976, and is headquartered in Cupertino, California.","Apr 1, 1976",Active,Apple Computer,For Profit,,,11.0
