,Unnamed: 0,name,Pros,Cons
181,181,Discover Financial Services,Great benefits and 401k. (in 521 reviews)<br/>The people I work with are great; I have never had a problem with a co (in 236 reviews)<br/>Good work/life balance depending on team (in 227 reviews)<br/>Great culture and values! (in 205 reviews)<br/>The pay is good for those who are willing to work hard and earn it. (in 171 reviews),Management at senior manager and supervisor levels is poor in certain departments. (in 144 reviews)<br/>Some managers are great and some are a work in progress but I think that\'s true everywhere (in 90 reviews)<br/>Low salary compared to other financial organization (in 63 reviews)<br/>Blatant favoritism and a total disregard for workplace civility are traits that are often on display by management. (in 37 reviews)<br/>Unfortunately<br/>the reorganization caused a lot of unhappiness from poor upper management placement and decisions (in 36 reviews)
182,182,Rocket Companies,Great culture and very fast (in 419 reviews)<br/>The benefits are great and it pays well enough for the level of work I am expected to know and do. (in 366 reviews)<br/>Great pay and you have the abulity to choose your path (in 222 reviews)<br/>Great people that are fun to work with! (in 199 reviews)<br/>Training was great to get you to pass the safe test but after that it was on the job training. (in 163 reviews),Long hours and for me it was a long drive 25 miles and with that being said traffic would be heavy back and forth (in 317 reviews)<br/>There is no work/life balance with 55+ mandatory hours and many employees struggle to be family oriented while pursuing this career. (in 306 reviews)<br/>Super long hours. (in 98 reviews)<br/>Micro management on a whole other level (in 71 reviews)<br/>Less salary is the only disadvantage (in 43 reviews)
183,183,LKQ,good benefits<br/>senior mangement keeps in touch with entire corporation (in 66 reviews)<br/>great people to be around and work with (in 44 reviews)<br/>Good Work/Life balance (in 22 reviews)<br/>Good work environment. (in 19 reviews)<br/>Good coworkers and being by yourself most of the day is nice if you enjoy that kind of independance. (in 16 reviews),Poor management<br/>don’t care about family (in 66 reviews)<br/>It\'s low pay so there is that (in 31 reviews)<br/>Awful upper management. (in 21 reviews)<br/>Low salary compared to industry Bureau of Labor and Statistics (in 18 reviews)<br/>Managers are horrible<br/>they try to micro manage<br/>you will never advance unless you are a special \'pet\' of the manager. (in 18 reviews)
185,185,Quanta Services,Good benefits. (in 12 reviews)<br/>Good pay before convert it per hours. (in 9 reviews)<br/>Great people to work with but little chance for advancement (in 8 reviews)<br/>Good work environment and culture (in 5 reviews)<br/>Good money if busy enough (in 5 reviews),Many of the members of management are poor leaders and do not provide positive engagement with or role models for their subordinates. (in 8 reviews)<br/>Some poor managers<br/>or lack of skills and knowledge in supervisor or manager roles (in 4 reviews)<br/>No work life balance. (in 4 reviews)<br/>Lack of communication<br/>lazy management<br/>unethical practices (in 3 reviews)<br/>IT Department middle management is very micro (in 2 reviews)
186,186,CrownHoldings,Good benefits and retirement package (in 33 reviews)<br/>Good pay and some of the people aren\'t so bad (in 25 reviews)<br/>The people are great and there is a lovely feel in the office and site generally. (in 15 reviews)<br/>Good Salaries and Benefits (in 7 reviews)<br/>I learned a lot and gained knowledge to help move me forward in my career. (in 5 reviews),Bad management. (in 13 reviews)<br/>Average communication with upper level management with minimal impact. (in 7 reviews)<br/>Too much corporate leadership (in 5 reviews)<br/>3. Training is fairly good for on boarding new hires as far as the long term training of all topics. (in 4 reviews)<br/>There is a lack of diversity among those in key<br/>senior leadership positions. (in 4 reviews)
188,188,Sempra,The compensation is commensurate with that of a large public company and the benefits are great. (in 33 reviews)<br/>Great people to socialize and learn from outside the company. (in 13 reviews)<br/>good work life balance; top tier co (in 11 reviews)<br/>The pay is good (in 9 reviews)<br/>Good salary and benefit. (in 9 reviews),Growth is a problem<br/>seems folks are always overlooked by management. (in 5 reviews)<br/>5 work culture<br/>working remote not valued. (in 5 reviews)<br/>Senior management is completely out of touch with the employees. (in 4 reviews)<br/>Managers and directors are always stressed out. (in 3 reviews)<br/>incompetent managers and lack of communication (in 3 reviews)
189,189,Markel,Worked at Markel for several years and very grateful to do so...culture and benefits were very good. (in 23 reviews)<br/>Great people to work with (in 21 reviews)<br/>Great culture of innovation and transformation (in 18 reviews)<br/>Work Life Balance is great (in 13 reviews)<br/>Great bonus provided each year (in 9 reviews),Poor Management (in 16 reviews)<br/>low pay<br/>micro (in 13 reviews)<br/>Not the most competitive salaries. (in 10 reviews)<br/>felt isolated due to lack of diversity (in 6 reviews)<br/>There are few opportunities for advancement within a particular department<br/>constant restructuring<br/>and very few opportunities to move around within the company. (in 5 reviews)
190,190,Carvana,The benefits are great and they are very inclusive. (in 256 reviews)<br/>The pay is good & the hours are long but it’s fun (in 120 reviews)<br/>people are great and really show the values that the company is about (in 92 reviews)<br/>The culture was great and everyone enjoyed the others they worked with (in 87 reviews)<br/>Lots of schedule options<br/>coworkers are all great (in 40 reviews),Poor management with little understanding about the work itself and poor training (in 147 reviews)<br/>Poor Training: There’s a web article database we use to reference our policies but Team Leads are allowed to break them whenever it seems. (in 57 reviews)<br/>You will never get out of work on time and will have no work life balance because things never go as planned. (in 49 reviews)<br/>Lack of guidance and leadership. (in 36 reviews)<br/>poor communication between senior management and middle management (in 36 reviews)
191,191,XPO Logistics,Pay is good and lots of hours (in 317 reviews)<br/>Good benefits and 401k. (in 274 reviews)<br/>He people I work with are great and I enjoy the challenge of my job. (in 228 reviews)<br/>Great opportunities for career growth and development at all levels including established apprenticeship and graduate schemes! (in 86 reviews)<br/>Great culture and values. (in 84 reviews),There poor management instead of motivating employee they actually demotivate them to work and actually unfairly steal sales away from employees. (in 270 reviews)<br/>Fast paced environment and long hours (in some areas) may not be for everyone. (in 131 reviews)<br/>Poor work life balance and no room to grow (in 109 reviews)<br/>Arrogant and Incompetent Managers<br/>who just knows to dump all the task at once and assumes their subordinates to finish all at once. (in 75 reviews)<br/>Lack of upper management. (in 68 reviews)
192,192,Baxter International,The benefits are good (they used to be better but they are still good). (in 313 reviews)<br/>Great people and products that are wonderful to sell and represent. (in 207 reviews)<br/>good work life balance and pretty got pay packages (in 130 reviews)<br/>The pay is good and is very competitive (in 130 reviews)<br/>Great Culture and Flexibility (in 95 reviews),Dishonest management and poor cultural atmosphere. (in 159 reviews)<br/>Senior Leadership is new and unexperienced (in 52 reviews)<br/>there are some bad managers (in 49 reviews)<br/>Clandestine upper management. (in 48 reviews)<br/>Long hours and night shift (in 30 reviews)
193,193,Ecolab,The benefits are good and the work schedule is fairly flexible. (in 329 reviews)<br/>People are great and helpful for the most part. (in 188 reviews)<br/>The pay was good but could use more insenitives to better help the employees and the Company as a whole. (in 172 reviews)<br/>Culture is great! (in 101 reviews)<br/>Great opportunities to move up and stay within the company. (in 49 reviews),No work life balance and over work (in 172 reviews)<br/>Poor management<br/>not careful about talents (in 149 reviews)<br/>If you start without experience and a low salary you will never realy achieve a substantial income. (in 81 reviews)<br/>Long hours and weekends. (in 80 reviews)<br/>The current District Managers don\'t work with their employees. (in 72 reviews)
